setid,reference,property,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
yGZiV,Greaves et al. (2006),Normal melting temperature,Crystal,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,,,,,,
VxPLU,Greaves et al. (2006),Normal melting temperature,Crystal,AAZfKH,CCC(C)C[NH3+].O=C[O-],2-methylbutylammonium formate,,,,,,
NZKOF,Greaves et al. (2006),Normal melting temperature,Crystal,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate,,,,,,
SZgSc,Greeson et al. (2018),Normal melting temperature,Crystal,ABqvKR,CCCCCCCCCCCCn1cc[n+](C)c1.Cl[Fe-](Cl)(Cl)Br,3-dodecyl-1-methylimidazolium bromotrichloroferrate(III),,,,,,
qxirk,Greeson et al. (2018),Normal melting temperature,Crystal,ABlanN,CCCCCCCCCCn1cc[n+](C)c1.Cl[Fe-](Cl)(Cl)Br,3-decyl-1-methylimidazolium bromotrichloroferrate(III),,,,,,
GBtBm,Greeson et al. (2018),Normal melting temperature,Crystal,ACUeMJ,CCCCCCCCCCCCn1cc[n+](CCCCCCCCCCCC)c1.Cl[Fe-](Cl)(Cl)Br,"1,3-didodecylimidazolium bromotrichloroferrate(III)",,,,,,
XncNe,Greeson et al. (2018),Normal melting temperature,Crystal,ACJpcB,CCCCCCCCCCn1cc[n+](CCCCCCCCCC)c1.Cl[Fe-](Cl)(Cl)Br,"1,3-didecylimidazolium bromotrichloroferrate(III)",,,,,,
xsaHt,Grishina et al. (2013),Normal melting temperature,Crystal,AAtWMw,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-butyl-3-methylimidazolium hydrogen sulfate,,,,,,
VnDou,Gu et al. (2004),Normal melting temperature,Crystal,ABBXWo,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],tetrabutylammonium chloride,,,,,,
XEATx,Guan et al. (2006),Normal melting temperature,Crystal,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,,,,
UhWBs,Guo et al. (2011),Normal melting temperature,Crystal 1,ABgaoQ,CCCC[S+]1CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butylthianium bis(trifluoromethylsulfonyl)imide,,,,,,
hztRd,Guo et al. (2011),Normal melting temperature,Crystal 1,ABdqxL,CCC[S+]1CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-propylhexahydrothiopyrylium bis((trifluoromethyl)sulfonyl)amide,,,,,,
kwmDO,Guo et al. (2011),Normal melting temperature,Crystal 1,ABbFQf,CCC[S+]1CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-propyltetrahydro-1H-thiophen-1-ium bis((trifluoromethyl)sulfonyl)amide,,,,,,
jIqPL,Guo et al. (2014),Normal melting temperature,Crystal,ACFjtr,Cn1cc[n+](CCOCCOCC[n+]2ccn(C)c2)c1.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F,"1,1'-[ethane-1,2-diylbis(oxyethane-2,1-diyl)]bis(3-methylimidazolium) hexafluorophosphate",,,,,,
iLroJ,Guo et al. (2015),Normal melting temperature,Crystal,ABxKKq,Cn1cc[n+](CCOCC[n+]2ccn(C)c2)c1.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F,"1,1'-(oxybis(ethane-2,1-diyl))bis(3-methylimidazolium) hexafluorophosphate",,,,,,
tHaky,Gusain et al. (2017),Normal melting temperature,Crystal,ACtfYd,O1c2ccccc2C(=O)O[B-]13Oc2ccccc2C(=O)O3.CCCCCCCC[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCCCC,trioctyldecylammonium bis(salicylato)borate,,,,,,
hNpCz,Gusain et al. (2017),Normal melting temperature,Crystal,ACiqCP,O1c2ccccc2C(=O)O[B-]13Oc2ccccc2C(=O)O3.CCCCCCCC[N+](CCCCCCCC)(CCCCCCCC)CCCCCC,trioctylhexylammonium bis(salicylato)borate,,,,,,
NwVIO,Hachicha et al. (2019),Normal melting temperature,Crystal,AAiinz,C=CC[N+](C)(C)CC.N#C[N-]C#N,"N-ethyl-N,N-dimethylprop-2-en-1-aminium dicyanamide",,,,,,
nrtFO,Hachicha et al. (2019),Normal melting temperature,Crystal 1,ABXrMm,C=CC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N-ethyl-N,N-dimethylprop-2-en-1-aminium bis((trifluoromethyl)sulfonyl)amide",,,,,,
bwppq,Hachicha et al. (2019),Normal melting temperature,Crystal,AAygSz,C=CC[N+](C)(C)CC.O=S(=O)([O-])C(F)(F)F,"N-ethyl-N,N-dimethylprop-2-en-1-aminium trifluoromethanesulfonate",,,,,,
GpXEi,Haddad et al. (2018),Normal melting temperature,Crystal,ADDSfK,Cn1cc[n+](Cc2ccc(C[n+]3ccn(C)c3)cc2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3,3'-(1,4-phenylenebis(methylene))bis(1-methyl-1H-imidazol-3-ium) bis((trifluoromethyl)sulfonyl)amide",,,,,,
Tzwwt,Hagiwara et al. (2008),Normal melting temperature,Crystal,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,,,,
oTTVv,Halayqa et al. (2018),Normal melting temperature,Crystal,ABOMJk,C[N+](C)(C)CCO.Cc1cccc(Nc2ccccc2C(=O)[O-])c1C,"2-hydroxy-N,N,N-trimethylethan-1-aminium 2-((2,3-dimethylphenyl)amino)benzoate",,,,,,
AplNQ,Hazrati et al. (2017),Normal melting temperature,Crystal,ACDgYF,CCCCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-tetradecyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,,,
LBuTV,Hazrati et al. (2017),Normal melting temperature,Crystal,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,,,,,,
ARlVm,Hazrati et al. (2017),Normal melting temperature,Crystal,ABsrrg,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,,,,,,
epUzB,Hazrati et al. (2017),Normal melting temperature,Crystal,ABIdNl,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-tetradecylimidazolium chloride,,,,,,
vIFzb,Hazrati et al. (2017),Normal melting temperature,Crystal,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,,,,,,
ZIDty,Hazrati et al. (2017),Normal melting temperature,Crystal,ABDIXm,CCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-dodecyl-3-methylimidazolium chloride,,,,,,
jhGzm,Hefter et al. (1989),Normal melting temperature,Crystal,ABUEqe,[Cl-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphonium chloride,,,,,,
SYzzR,Henderson and Passerini (2004),Normal melting temperature,Crystal,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,,,,
fxoNQ,Henderson and Passerini (2004),Normal melting temperature,Crystal,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,,,,
nprLO,Henderson and Passerini (2004),Normal melting temperature,Crystal 1,ABXrWT,CC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,,,,
McUCn,Henderson et al. (2012),Normal melting temperature,Crystal 1,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,,,,
bwGkN,Hill et al. (2002),Normal melting temperature,Crystal 1,ABXrWT,CC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,,,,
TADJr,Hofmann et al. (2016),Normal melting temperature,Crystal,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,,,,
TZDjX,Holbrey et al. (2002),Normal melting temperature,Crystal,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,,,
kqRPP,Holbrey et al. (2003b),Normal melting temperature,Metastable crystal,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,,,,
qHccs,Holbrey et al. (2003b),Normal melting temperature,Crystal 1,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,,,,
sBzWb,Hu et al. (2011),Normal melting temperature,Crystal,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",,,,,,
oPtGX,Hu et al. (2011),Normal melting temperature,Crystal,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,,,,
HHmYx,Hu et al. (2011),Normal melting temperature,Crystal,ABFSBw,CCCC[n+]1ccn(C)c1C.F[P-](F)(F)(F)(F)F,"1-butyl-2,3-dimethylimidazolium hexafluorophosphate",,,,,,
PUUPP,Huang et al. (2018),Normal melting temperature,Crystal,ABsQxU,CCCCCCCCCCCCCCCCC(=O)[O-].CCCC[P+](CC)(CCCC)CCCC,tributyl(ethyl)phosphonium heptadecanoate,,,,,,
zicfP,Huang et al. (2019a),Normal melting temperature,Crystal,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,,,,
licnO,Huang et al. (2019b),Normal melting temperature,Crystal,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,,,,
hMuhw,Huang et al. (2019b),Normal melting temperature,Crystal,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,,,,,,
REcpK,Huddleston et al. (2001),Normal melting temperature,Crystal,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,,,
XGWgJ,Huddleston et al. (2001),Normal melting temperature,Metastable crystal,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,,,,
dMvqI,Hughes et al. (2011),Normal melting temperature,Metastable crystal,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,,,,,,
HeQox,Hughes et al. (2011),Normal melting temperature,Crystal,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,,,
mZsAP,Idler and Fagerlund (1957),Normal melting temperature,Crystal,ABQkxU,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],methyltriphenylphosphonium bromide,,,,,,
Cjzmq,Ishida et al. (1992),Normal melting temperature,Crystal 1,AAZcdl,C[NH2+]C.F[B-](F)(F)F,dimethylammonium tetrafluoroborate,,,,,,
GskxY,Jannasch et al. (2019),Normal melting temperature,Crystal,AAvbIp,Fc1cccc[nH+]1.O=S(=O)([O-])C(F)(F)F,2-fluoropyridinium triflate,,,,,,
pxXXl,Javed et al. (2021),Normal melting temperature,Crystal,AAtodn,CC[n+]1ccn(C)c1.[I-],1-ethyl-3-methylimidazolium iodide,,,,,,
rTCeO,Jia et al. (2015),Normal melting temperature,Crystal,ABUxeZ,CCCCCCC[n+]1csc2ccccc21.F[P-](F)(F)(F)(F)F,3-heptylbenzo[d]thiazol-3-ium hexafluorophosphate,,,,,,
tUdrM,Jia et al. (2015),Normal melting temperature,Crystal 1,ABMsMY,CCCC[n+]1csc2ccccc21.F[P-](F)(F)(F)(F)F,3-butylbenzo[d]thiazol-3-ium hexafluorophosphate(V),,,,,,
oGqfb,Jia et al. (2015),Normal melting temperature,Crystal,ABSNTt,CCCCCC[n+]1csc2ccccc21.F[P-](F)(F)(F)(F)F,N-hexylbenzothiazolium hexafluorophosphate,,,,,,
kBKPE,Jia et al. (2015),Normal melting temperature,Crystal,ABPcZP,CCCCC[n+]1csc2ccccc21.F[P-](F)(F)(F)(F)F,N-pentylbenzothiazolium hexafluorophosphate,,,,,,
hbELk,Jia et al. (2015),Normal melting temperature,Crystal,ABXhhH,CCCCCCCC[n+]1csc2ccccc21.F[P-](F)(F)(F)(F)F,N-octylbenzothiazolium hexafluorophosphate,,,,,,
qjRlP,Kabachnik et al. (1989),Normal melting temperature,Crystal,ABBXWo,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],tetrabutylammonium chloride,,,,,,
pEOMK,Kakinuma and Shirota (2019),Normal melting temperature,Crystal,ABKTiJ,COCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis(fluorosulfonyl)amide,,,,,,
xufrs,Kakinuma and Shirota (2019),Normal melting temperature,Crystal,ABDgTe,COCC[N+]1(C)CCCC1.F[P-](F)(F)(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium hexafluorophosphate,,,,,,
FwPMo,Kakinuma and Shirota (2019),Normal melting temperature,Crystal,ABfcjr,CCCC[N+]1(C)CCCC1.O=S1(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)C1(F)F,"1-butyl-1-methylpyrrolidinium cyclohexafluoropropane-1,3-bis(sulfonyl)imide",,,,,,
hgZJH,Kakinuma and Shirota (2019),Normal melting temperature,Crystal,AAsWvs,COCC[N+]1(C)CCCC1.F[B-](F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium tetrafluoroborate,,,,,,
uvjGv,Kakinuma and Shirota (2019),Normal melting temperature,Crystal,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,,,,,,
fQrmd,Kakinuma and Shirota (2019),Normal melting temperature,Crystal,ABwYOR,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis((perfluoroethyl)sulfonyl)amide,,,,,,
Jevnz,Kakinuma and Shirota (2019),Normal melting temperature,Crystal,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,,,,
DQxjI,Kakinuma and Shirota (2019),Normal melting temperature,Crystal,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,,,,
YQtyW,Kakinuma and Shirota (2019),Normal melting temperature,Crystal,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,,,
fkCaT,Kalinyuk et al. (2023),Normal melting temperature,Crystal,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,,,,
fZZTe,Kalinyuk et al. (2023),Normal melting temperature,Crystal,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,,,,
jragW,Kasprzak et al. (2018),Normal melting temperature,Crystal,AAkAZT,CC(=O)[O-].CCC[N+]1(C)CCCC1,N-methyl-N-propylpyrrolidinium acetate,,,,,,
mmAjk,Kato et al. (2009),Normal melting temperature,Crystal,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",,,,,,
EgkCM,Katsuta et al. (2010),Normal melting temperature,Crystal,ABfRBe,CCCn1c(C)cc(C)[n+]1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"2,3,5-trimethyl-1-propyl-1H-pyrazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",,,,,,
JtKVO,Katsuta et al. (2010),Normal melting temperature,Crystal,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,,,,
QUrbA,Katsuta et al. (2010),Normal melting temperature,Crystal,ABgQNb,CCC[N+](C)(CCC)CCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,methyltripropylammonium bis[(trifluoromethyl)sulfonyl]amide,,,,,,
BhRNx,Katsuta et al. (2010),Normal melting temperature,Crystal,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,,,
inqZu,Katsuta et al. (2010),Normal melting temperature,Crystal,ABVbjk,CCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N,N-trimethylpropanaminium bis((trifluoromethyl)sulfonyl)amide",,,,,,
atghD,Kawai et al. (2019),Normal melting temperature,Crystal,ACLbWA,CCCCCCCCCC[N+](C)(C)C12CC3CC(CC(C3)C1)C2.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N-adamantyl-N,N-dimethyl-N-decylammonium bis(trifluoromethylsulfonyl)imide",,,,,,
nFPto,Kawai et al. (2019),Normal melting temperature,Crystal,ACQvPp,CCCCCCCCCCCC[N+](C)(C)C12CC3CC(CC(C3)C1)C2.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N-adamantyl-N,N-dimethyl-N-dodecylammonium bis(trifluoromethylsulfonyl)imide",,,,,,
OtoYE,Kawai et al. (2019),Normal melting temperature,Crystal,ABdgWP,CCCCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,hexyltrimethylammonium bis[(trifluoromethyl)sulfonyl]imide,,,,,,
XmALD,Kawai et al. (2019),Normal melting temperature,Crystal,ABmQfh,CCCCCCCCCC[N+](C)(C)C12CC3CC(CC(C3)C1)C2.O=S(=O)([O-])C(F)(F)F,"N-adamantyl-N,N-dimethyl-N-decylammonium trifluoromethanesulfonate",,,,,,
GOcoQ,Kawai et al. (2019),Normal melting temperature,Crystal,ABUAIe,C[N+](C)(C)C12CC3CC(CC(C3)C1)C2.O=S(=O)(F)[N-]S(=O)(=O)F,"N-adamantyl-N,N,N-trimethylammonium bis(fluorosulfonyl)amide",,,,,,
UGEyO,Kawai et al. (2019),Normal melting temperature,Crystal,ABcFtd,CCCC[N+](C)(C)C12CC3CC(CC(C3)C1)C2.O=S(=O)(F)[N-]S(=O)(=O)F,"N-adamantyl-N,N-dimethyl-N-butylammonium bis(fluorosulfonyl)amide",,,,,,
KtSVN,Kawai et al. (2019),Normal melting temperature,Crystal,ABhZrt,CCCCCC[N+](C)(C)C12CC3CC(CC(C3)C1)C2.O=S(=O)(F)[N-]S(=O)(=O)F,"N-adamantyl-N,N-dimethyl-N-hexylammonium bis(fluorosulfonyl)amide",,,,,,
ikYzQ,Kawai et al. (2019),Normal melting temperature,Crystal,ABmuSM,CCCCCCCC[N+](C)(C)C12CC3CC(CC(C3)C1)C2.O=S(=O)(F)[N-]S(=O)(=O)F,"N-adamantyl-N,N-dimethyl-N-octylammonium bis(fluorosulfonyl)amide",,,,,,
LwEWz,Kawai et al. (2019),Normal melting temperature,Crystal,ABsPsJ,CCCCCCCCCC[N+](C)(C)C12CC3CC(CC(C3)C1)C2.O=S(=O)(F)[N-]S(=O)(=O)F,"N-adamantyl-N,N-dimethyl-N-decylammonium bis(fluorosulfonyl)amide",,,,,,
XGTZs,Kawai et al. (2019),Normal melting temperature,Crystal,ABxjNN,CCCCCCCCCCCC[N+](C)(C)C12CC3CC(CC(C3)C1)C2.O=S(=O)(F)[N-]S(=O)(=O)F,"N-adamantyl-N,N-dimethyl-N-dodecylammonium bis(fluorosulfonyl)amide",,,,,,
BvheT,Kawai et al. (2019),Normal melting temperature,Crystal,ABnMVe,C[N+](C)(C)C12CC3CC(CC(C3)C1)C2.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N-adamantyl-N,N,N-trimethylammonium bis(trifluoromethylsulfonyl)imide",,,,,,
paMmX,Kawai et al. (2019),Normal melting temperature,Crystal,ABpxYV,CC[N+](C)(C)C12CC3CC(CC(C3)C1)C2.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N-adamantyl-N,N-dimethyl-N-ethylammonium bis(trifluoromethylsulfonyl)imide",,,,,,
bReWz,Kawai et al. (2019),Normal melting temperature,Crystal,ABvRth,CCCC[N+](C)(C)C12CC3CC(CC(C3)C1)C2.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N-adamantyl-N,N-dimethyl-N-butylammonium bis(trifluoromethylsulfonyl)imide",,,,,,
bjtvu,Kawai et al. (2019),Normal melting temperature,Crystal,ACAmHR,CCCCCC[N+](C)(C)C12CC3CC(CC(C3)C1)C2.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N-adamantyl-N,N-dimethyl-N-hexylammonium bis(trifluoromethylsulfonyl)imide",,,,,,
jhYBK,Kawai et al. (2019),Normal melting temperature,Crystal,ACGGWE,CCCCCCCC[N+](C)(C)C12CC3CC(CC(C3)C1)C2.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N-adamantyl-N,N-dimethyl-N-octylammonium bis(trifluoromethylsulfonyl)imide",,,,,,
rQfCE,Keil and Konig (2011),Normal melting temperature,Crystal,ABBrFv,CC[n+]1ccn(C)c1.Cl[Al-](Cl)(Cl)Cl,1-ethyl-3-methyl-1H-imidazolium tetrachloroaluminate,,,,,,
syZHa,Khan et al. (2017a),Normal melting temperature,Crystal,AAtLDp,N#CCCn1cc[nH+]c1.O=C([O-])C(F)(F)F,1-(2-cyanoethyl)imidazolium trifluoroacetate,,,,,,
JIlmt,Khan et al. (2017a),Normal melting temperature,Crystal,ABAIrx,N#CCCn1cc[nH+]c1.O=S(=O)([O-])C(F)(F)F,1-(2-cyanoethyl)imidazolium trifluoromethanesulfonate,,,,,,
IIbfD,Khan et al. (2017a),Normal melting temperature,Crystal,AAihdr,Cn1cc[nH+]c1.O=S(=O)([O-])O,1-methylimidazolium hydrogen sulfate,,,,,,
xzpGf,Khan et al. (2017d),Normal melting temperature,Crystal,ABvkEI,Cn1cc[n+](CCCC[n+]2ccn(C)c2)c1.O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F,"3,3'-(butane-1,4-diyl)bis(1-methyl-1H-imidazol-3-ium) trifluoromethanesulfonate",,,,,,
EAzgF,Khan et al. (2017d),Normal melting temperature,Crystal,ABaxjg,CS(=O)(=O)[O-].CS(=O)(=O)[O-].Cn1cc[n+](CCCC[n+]2ccn(C)c2)c1,"3,3'-(butane-1,4-diyl)bis(1-methyl-1H-imidazol-3-ium) methanesulfonate",,,,,,
skfpm,Khan et al. (2017d),Normal melting temperature,Crystal,ACELcz,Cc1ccc(S(=O)(=O)[O-])cc1.Cc1ccc(S(=O)(=O)[O-])cc1.Cn1cc[n+](CCCC[n+]2ccn(C)c2)c1,"3,3'-(butane-1,4-diyl)bis(1-methyl-1H-imidazol-3-ium) 4-methylbenzenesulfonate",,,,,,
ZeuuT,Khan et al. (2017d),Normal melting temperature,Crystal,ABbkWb,Cn1cc[n+](CCCC[n+]2ccn(C)c2)c1.O=S(=O)([O-])O.O=S(=O)([O-])O,"3,3'-(butane-1,4-diyl)bis(1-methyl-1H-imidazol-3-ium) hydrogen sulfate (1:2)",,,,,,
OhZUe,Kick et al. (2013),Normal melting temperature,Crystal,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,,,,
PQfZB,Kick et al. (2013),Normal melting temperature,Crystal,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,,,,
MNbFG,Kimaru et al. (2017),Normal melting temperature,Crystal,ACGYpT,CCOC(=O)[C@@H]([NH3+])Cc1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,L-phenylalanine ethyl ester bis(perfluoroethylsulfonyl)imide,,,,,,
HuQqP,Kimaru et al. (2017),Normal melting temperature,Crystal,ACLsqd,CC(C)(C)OC(=O)[C@@H]([NH3+])Cc1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,L-phenylalanine tert-butyl ester bis(perfluoroethylsulfonyl)imide,,,,,,
gSSTu,Kimaru et al. (2017),Normal melting temperature,Crystal,ABsgyz,CC(C)(C)OC(=O)[C@@H]([NH3+])Cc1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,L-phenylalanine tert-butyl ester bis(trifluoromethylsulfonyl)amide,,,,,,
rCNvV,Kimaru et al. (2017),Normal melting temperature,Crystal,ABkbba,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.COC(=O)[C@@H]([NH3+])Cc1ccccc1,methyl L-phenylalaninate comp. with bis(trifluoromethylsulfonyl)imide,,,,,,
Igrgk,Kimaru et al. (2017),Normal melting temperature,Crystal,ACDnxR,COC(=O)[C@@H]([NH3+])Cc1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,L-phenylalanine methyl ester bis(perfluoroethylsulfonyl)imide,,,,,,
NFbBl,Kimaru et al. (2017),Normal melting temperature,Crystal,ABzIKw,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[NH3+][C@@H](Cc1ccccc1)C(=O)OCc1ccccc1,L-phenylalanine benzyl ester bis(trifluoromethylsulfonyl)amide,,,,,,
RFSHs,Kimaru et al. (2017),Normal melting temperature,Crystal,ACSUWm,O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F.[NH3+][C@@H](Cc1ccccc1)C(=O)OCc1ccccc1,L-phenylalanine benzyl ester bis(perfluoroethylsulfonyl)imide,,,,,,
